pilot_id,dataset_split,source_message_id,raw_text,normalized_text,segment_name,market_group,record_type,action_label,action_scope,symbol_group,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,normalized_text_hash,created_at
PILOT-263,train,6a3b3a8b1226b8e7029eda56,Pls note following support levels for positional traders. Gold (Spot) - 4000 & Silver (Spot) - 60. If the above mentioned levels are not breached then we should be seeing a sizable uptrend in July 2026.,Pls note following support levels for positional traders. Gold (Spot) - 4000 & Silver (Spot) - 60. If the above mentioned levels are not breached then we should be seeing a sizable uptrend in July 2026.,International Market,GLOBAL_EQUITY,NON_TRADE,MARKET_COMMENTARY,MULTI_INSTRUMENT,,,"[""GOLD"", ""SILVER""]",JUL,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,True,True,False,0.92,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,8848e0af77a317b5,2026-06-24T02:01:47.905Z
PILOT-102,train,6a281ca2109e0591bbf76d38,We are anticipating a downtrend in equity market over Wednesday-Thursday. It is suggested to book profit in indices and stocks.,We are anticipating a downtrend in equity market over Wednesday-Thursday. It is suggested to book profit in indices and stocks.,International Market,GLOBAL_EQUITY,NON_TRADE,MARKET_COMMENTARY,NONE,,,[],,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,False,0.92,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,4fc5fe3eb0e462f9,2026-06-09T14:01:06.076Z
PILOT-060,train,6a2a0996109e0591bbf7a0e2,"NVDA was a buying recommendation yesterday. The bottom is done. By next Friday, we should see Nasdaq significantly higher.","NVDA was a buying recommendation yesterday. The bottom is done. By next Friday, we should see Nasdaq significantly higher.",International Market,GLOBAL_EQUITY,NON_TRADE,MARKET_COMMENTARY,NONE,,,[],,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,False,0.95,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,400848eb69569a9d,2026-06-11T01:04:22.930Z
PILOT-151,train,6a17b56fdfef2e015044f954,Gold Aug has support at 4400 & Silver July has support at 72.00,Gold Aug has support at 4400 & Silver July has support at 72.00,International Market,GLOBAL_EQUITY,NON_TRADE,MARKET_COMMENTARY,MULTI_INSTRUMENT,,,"[""GOLD"", ""SILVER""]",AUG,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,True,True,False,0.92,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,1095b34404207444,2026-05-28T03:24:31.802Z
PILOT-025,train,6a283acb109e0591bbf77450,Follow stop loss strictly across indices.,Follow stop loss strictly across indices.,International Market,GLOBAL_EQUITY,NON_TRADE,MARKET_COMMENTARY,NONE,,,[],,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,False,0.92,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,a9989c961077e860,2026-06-09T16:09:47.344Z
PILOT-096,train,6a166730dfef2e015044cdbc,Pls note a correction in today's newsletter. Current contract of Nifty & Bank Nifty is June.,Pls note a correction in today's newsletter. Current contract of Nifty & Bank Nifty is June.,NSE,INDIA_EQUITY,NON_TRADE,MARKET_COMMENTARY,MULTI_INSTRUMENT,,,"[""NIFTY"", ""BANKNIFTY""]",JUN,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,True,True,True,False,0.92,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,2a8d760d1ab25763,2026-05-27T03:38:24.512Z
PILOT-185,train,6a34bf461226b8e7029de965,BUY WIPRO@175.50 SL 172  TGT 182-185,BUY WIPRO @175.50 SL 172 TGT 182-185,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,WIPRO,"[""WIPRO""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[175.5],175.5,172.0,"[182.0, 185.0]",182.0,185.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,2e30b1b4ff55be30,2026-06-19T04:02:14.978Z
PILOT-015,train,6a3a24dd1226b8e7029e9f8b,AGAIN POSITIONAL BUY TATASTEEL@196 SL 192 TGT 200-205,AGAIN POSITIONAL BUY TATASTEEL @196 SL 192 TGT 200-205,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,TATASTEEL,"[""TATASTEEL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[196.0],196.0,192.0,"[200.0, 205.0]",200.0,205.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,4f1fee26e8c63f93,2026-06-23T06:17:01.456Z
PILOT-088,train,6a3b76321226b8e7029ef796,BUY AXISBANK@1380 SL 1358 TGT 1410-1430,BUY AXISBANK @1380 SL 1358 TGT 1410-1430,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,AXISBANK,"[""AXISBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1380.0],1380.0,1358.0,"[1410.0, 1430.0]",1410.0,1430.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,0935febe24275673,2026-06-24T06:16:18.201Z
PILOT-297,train,6a3a11ce1226b8e7029e97e0,BUY WIPRO@176.50 SL 173 TGT 180-182,BUY WIPRO @176.50 SL 173 TGT 180-182,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,WIPRO,"[""WIPRO""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[176.5],176.5,173.0,"[180.0, 182.0]",180.0,182.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,92de1bcd7f7839d0,2026-06-23T04:55:42.765Z
PILOT-224,train,6a219b51109e0591bbf6dcbb,Buy avgo @413 with SL 399 for target 440-460,Buy avgo @413 with SL 399 for target 440-460,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,AVGO,"[""AVGO""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[413.0],413.0,399.0,"[440.0, 460.0]",440.0,460.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,8b602bd2a73e7b82,2026-06-04T15:35:45.949Z
PILOT-229,train,6a184e3659359ea1faee8eab,Buy crude @ 89 with SL 87 for target 92-95,Buy crude @ 89 with SL 87 for target 92-95,International Market,GLOBAL_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CRUDE,"[""CRUDE""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[89.0],89.0,87.0,"[92.0, 95.0]",92.0,95.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,212feb367cc349a4,2026-05-28T14:16:22.184Z
PILOT-149,train,6a22c6f0109e0591bbf70232,Buy 50% silver July @72.24 with SL 70 for target 77-81,Buy 50% silver July @72.24 with SL 70 for target 77-81,International Market,GLOBAL_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SILVER,"[""SILVER""]",JUL,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[72.24],72.24,70.0,"[77.0, 81.0]",77.0,81.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,9980cfcdf5aaa045,2026-06-05T12:54:08.736Z
PILOT-156,train,6a1d8acb59359ea1faeecf08,Buy MU @1022 with sl 999 for target 1045-1070,Buy MU @1022 with sl 999 for target 1045-1070,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MU,"[""MU""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1022.0],1022.0,999.0,"[1045.0, 1070.0]",1045.0,1070.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,07f97a91ae3b3798,2026-06-01T13:36:11.022Z
PILOT-048,train,6a2fc811b0b2fbc3f68c9123,buy eternal@253 sl 249 tgt 280,buy eternal @253 sl 249 tgt 280,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,ETERNAL,"[""ETERNAL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[253.0],253.0,249.0,[280.0],280.0,,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,20c0c18d3e8fe8ca,2026-06-15T09:38:25.306Z
PILOT-155,train,6a3ba6f61226b8e7029f0587,BUY CRUDEOILM@6830 STRICT  SL 6798 TGT 7000-7100,BUY CRUDEOILM @6830 STRICT SL 6798 TGT 7000-7100,MCX,INDIA_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CRUDE_MINI,"[""CRUDE_MINI""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[6830.0],6830.0,6798.0,"[7000.0, 7100.0]",7000.0,7100.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,f6e49e6e96cb7474,2026-06-24T09:44:22.517Z
PILOT-265,train,6a3a031b1226b8e7029e8d30,BUY JSWSTEEL@1275 SL 1260 TGT 1295-1310,BUY JSWSTEEL @1275 SL 1260 TGT 1295-1310,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,JSWSTEEL,"[""JSWSTEEL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1275.0],1275.0,1260.0,"[1295.0, 1310.0]",1295.0,1310.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,72925ef855515416,2026-06-23T03:52:59.591Z
PILOT-268,train,6a344d0e1226b8e7029dd4fe,Buy 50% ASML @ 1932 with SL 1900 for target 1980-2000,Buy 50% ASML @ 1932 with SL 1900 for target 1980-2000,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,ASML,"[""ASML""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[1932.0],1932.0,1900.0,"[1980.0, 2000.0]",1980.0,2000.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,0720c670017e9a96,2026-06-18T19:54:54.048Z
PILOT-244,train,6a3905441226b8e7029e505e,50% BUY NIFTY@24115 SL 24000 TGT 24250-24350,50% BUY NIFTY @24115 SL 24000 TGT 24250-24350,Indian Indices,INDIA_INDEX,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,NIFTY,"[""NIFTY""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[24115.0],24115.0,24000.0,"[24250.0, 24350.0]",24250.0,24350.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,ae78cf8dd105b856,2026-06-22T09:49:56.397Z
PILOT-062,train,6a3429781226b8e7029dd15f,Buy 50% spcx @178.80 for target 210-225,Buy 50% spcx @178.80 for target 210-225,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SPCX,"[""SPCX""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[178.8],178.8,,"[210.0, 225.0]",210.0,225.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,225507509b6e0038,2026-06-18T17:23:04.329Z
PILOT-057,train,6a2967cd109e0591bbf79490,Buy 50% SNDK @ 1592 for target 1650-1700,Buy 50% SNDK @ 1592 for target 1650-1700,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SNDK,"[""SNDK""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[1592.0],1592.0,,"[1650.0, 1700.0]",1650.0,1700.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,d55ee69ca4e53b85,2026-06-10T13:34:05.424Z
PILOT-153,train,6a1ee93659359ea1faeefe02,Buy s&p500 @ 7596 with SL 7550 for target 7640-7685,Buy s&p500 @ 7596 with SL 7550 for target 7640-7685,International Market,GLOBAL_INDEX_OR_MACRO,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SP500,"[""SP500""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[7596.0],7596.0,7550.0,"[7640.0, 7685.0]",7640.0,7685.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,2f1be27318aa2c69,2026-06-02T14:31:18.483Z
PILOT-136,train,6a344ceb1226b8e7029dd4e7,Buy 50% stx @1071 for target 1150-1180,Buy 50% stx @1071 for target 1150-1180,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,STX,"[""STX""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[1071.0],1071.0,,"[1150.0, 1180.0]",1150.0,1180.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,347c23f2aad80df0,2026-06-18T19:54:19.131Z
PILOT-217,train,6a1d8bac59359ea1faeecf9b,Buy CRDO @ 236 with SL 228 for target 255-265,Buy CRDO @ 236 with SL 228 for target 255-265,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CRDO,"[""CRDO""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[236.0],236.0,228.0,"[255.0, 265.0]",255.0,265.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,777595ca8bd9d5c0,2026-06-01T13:39:56.805Z
PILOT-177,train,6a2033b159359ea1faef1fa1,Positional buy 50% Copper @ 6.50 for target 6.95-7.00,Positional buy 50% Copper @ 6.50 for target 6.95-7.00,International Market,GLOBAL_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,COPPER,"[""COPPER""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[6.5],6.5,,"[6.95, 7.0]",6.95,7.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,727304ed842c9207,2026-06-03T14:01:21.033Z
PILOT-143,train,6a3ca9f656a63e397cfcbb0b,BUY TMPV(JULY)@359 SL 349 TGT 375-392,BUY TMPV(JULY)@359 SL 349 TGT 375-392,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,TMPV,"[""TMPV""]",JUL,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[359.0],359.0,349.0,"[375.0, 392.0]",375.0,392.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,54e0594dd3a12f5b,2026-06-25T04:09:26.309Z
PILOT-242,train,6a2bc873b0b2fbc3f68c5add,BUY M&M@3033 SL 2980 TGT 3080-3140,BUY M&M @3033 SL 2980 TGT 3080-3140,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,M&M,"[""M&M""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[3033.0],3033.0,2980.0,"[3080.0, 3140.0]",3080.0,3140.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,a5121b543a954d62,2026-06-12T08:50:59.640Z
PILOT-029,train,6a16f277dfef2e015044eb2e,BUY AMSC @ 53.30 with SL 50.00 for target 58-62,BUY AMSC @ 53.30 with SL 50.00 for target 58-62,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,AMSC,"[""AMSC""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[53.3],53.3,50.0,"[58.0, 62.0]",58.0,62.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,75d5ebd7eae34f05,2026-05-27T13:32:39.188Z
PILOT-024,train,6a28db7f109e0591bbf7796a,buy copper 6.31 &6.25 sl 6.19 tgt 6.45-6.60,buy copper 6.31 &6.25 sl 6.19 tgt 6.45-6.60,International Market,GLOBAL_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,COPPER,"[""COPPER""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,"[6.31, 6.25]",6.31,6.19,"[6.45, 6.6]",6.45,6.6,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,74a3f527a442d94c,2026-06-10T03:35:27.933Z
PILOT-188,train,6a226f45109e0591bbf6f20a,POSITIONAL 50% BUY MCX @2909  TGT 3100- 3200,POSITIONAL 50% BUY MCX @2909 TGT 3100- 3200,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MCX,"[""MCX""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[2909.0],2909.0,,"[3100.0, 3200.0]",3100.0,3200.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,be80487c20596b6e,2026-06-05T06:40:05.729Z
PILOT-228,train,6a296896109e0591bbf79551,Buy 30% Nasdaq @ 28880 with S/L 28490 for target 29200-29400,Buy 30% Nasdaq @ 28880 with S/L 28490 for target 29200-29400,International Market,GLOBAL_INDEX_OR_MACRO,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,NASDAQ,"[""NASDAQ""]",,,,LONG,30.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[28880.0],28880.0,28490.0,"[29200.0, 29400.0]",29200.0,29400.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,01ac79c65fb4b450,2026-06-10T13:37:26.654Z
PILOT-027,train,6a3882c21226b8e7029e16ac,Buy 50% nasdaq @ 30230 with SL 29800 for target 30500-30700,Buy 50% nasdaq @ 30230 with SL 29800 for target 30500-30700,International Market,GLOBAL_INDEX_OR_MACRO,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,NASDAQ,"[""NASDAQ""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[30230.0],30230.0,29800.0,"[30500.0, 30700.0]",30500.0,30700.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,e015f7fd0e5b62d9,2026-06-22T00:33:06.471Z
PILOT-196,train,6a263850109e0591bbf718d3,buy copper @1334 sl 1324 tgt 1345-1355,buy copper @1334 sl 1324 tgt 1345-1355,MCX,INDIA_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,COPPER,"[""COPPER""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1334.0],1334.0,1324.0,"[1345.0, 1355.0]",1345.0,1355.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,3d3d111c337cb0c5,2026-06-08T03:34:40.880Z
PILOT-113,train,6a20f67a59359ea1faef2b4b,BUY KOTAKBANK @381.70 SL 377 TGT 386-390,BUY KOTAKBANK @381.70 SL 377 TGT 386-390,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,KOTAKBANK,"[""KOTAKBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[381.7],381.7,377.0,"[386.0, 390.0]",386.0,390.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,c72fa6fa6efe8632,2026-06-04T03:52:26.135Z
PILOT-141,train,6a3a28fe1226b8e7029ea30b,50% BUY NIFTY@24002 SL 23900 TGT 24200-24300,50% BUY NIFTY @24002 SL 23900 TGT 24200-24300,Indian Indices,INDIA_INDEX,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,NIFTY,"[""NIFTY""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[24002.0],24002.0,23900.0,"[24200.0, 24300.0]",24200.0,24300.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,7b48aba13ba0f840,2026-06-23T06:34:38.619Z
PILOT-201,train,6a1fa0d959359ea1faef06d5,Buy NG @ 3.15 & 3.08 with S/L 3.00 for target 3.30-3.45,Buy NG @ 3.15 & 3.08 with S/L 3.00 for target 3.30-3.45,International Market,GLOBAL_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,NATURAL_GAS,"[""NATURAL_GAS""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,"[3.15, 3.08]",3.15,3.0,"[3.3, 3.45]",3.3,3.45,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,e7d534e0cbbee66f,2026-06-03T03:34:49.706Z
PILOT-234,train,6a1d9d0659359ea1faeed1ea,50% Buy GEV@ 944 tgt 1040-1090,50% Buy GEV @ 944 tgt 1040-1090,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,GEV,"[""GEV""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[944.0],944.0,,"[1040.0, 1090.0]",1040.0,1090.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,55e0729bb5d47775,2026-06-01T14:53:58.821Z
PILOT-243,train,6a2b8168b0b2fbc3f68c3cb6,BUY MANNAPURUM @302 SL 298 TGT 310-320,BUY MANNAPURUM @302 SL 298 TGT 310-320,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MANNAPURUM,"[""MANNAPURUM""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[302.0],302.0,298.0,"[310.0, 320.0]",310.0,320.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,a05a0a7dad628517,2026-06-12T03:47:52.972Z
PILOT-101,train,6a3d336556a63e397cfcd7c6,Buy 50% ARM @ 341 for target 380-430,Buy 50% ARM @ 341 for target 380-430,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,ARM,"[""ARM""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[341.0],341.0,,"[380.0, 430.0]",380.0,430.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,72112f840bd26ae5,2026-06-25T13:55:49.684Z
PILOT-131,train,6a263c94109e0591bbf71e34,BUY IDFCFIRSTB@72.65 SL 71 TGT 75-77.50,BUY IDFCFIRSTB @72.65 SL 71 TGT 75-77.50,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,IDFCFIRSTB,"[""IDFCFIRSTB""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[72.65],72.65,71.0,"[75.0, 77.5]",75.0,77.5,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,4744d879115b9c33,2026-06-08T03:52:52.679Z
PILOT-166,train,6a172daddfef2e015044f6fc,Buy MRVL @ 199 with SL 195 for target 205/210,Buy MRVL @ 199 with SL 195 for target 205/210,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MRVL,"[""MRVL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,"[205.0, 210.0, 199.0]",205.0,195.0,"[205.0, 210.0]",205.0,210.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,6c14a9fc7b5297cb,2026-05-27T17:45:17.924Z
PILOT-076,train,6a2ac2e8b0b2fbc3f68c275d,Buy 50% wdc @499.5 for target 530-560,Buy 50% wdc @499.5 for target 530-560,International Market,GLOBAL_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,WDC,"[""WDC""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[499.5],499.5,,"[530.0, 560.0]",530.0,560.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,748cb6aa9f71b293,2026-06-11T14:15:04.231Z
PILOT-112,train,6a16848bdfef2e015044d733,Buy silver July @76.00 with sl 74.40 for target 77.50-79.00,Buy silver July @76.00 with sl 74.40 for target 77.50-79.00,International Market,GLOBAL_COMMODITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SILVER,"[""SILVER""]",JUL,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[76.0],76.0,74.4,"[77.5, 79.0]",77.5,79.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,f36fd653340ca190,2026-05-27T05:43:39.328Z
PILOT-239,train,6a2034aa59359ea1faef203d,Buy 50% Dow @ 51000 with S/L 50500 for target 51500-51800,Buy 50% Dow @ 51000 with S/L 50500 for target 51500-51800,International Market,GLOBAL_INDEX_OR_MACRO,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,DOW,"[""DOW""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,[51000.0],51000.0,50500.0,"[51500.0, 51800.0]",51500.0,51800.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,e93271e2c7ef7ce1,2026-06-03T14:05:30.280Z
PILOT-261,train,6a3a11961226b8e7029e9756,BUY DRREDDY@1316 SL 1290 TGT 1330-1350,BUY DRREDDY @1316 SL 1290 TGT 1330-1350,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,DRREDDY,"[""DRREDDY""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1316.0],1316.0,1290.0,"[1330.0, 1350.0]",1330.0,1350.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,ee26a9186690ba48,2026-06-23T04:54:46.827Z
