processing_order,source_message_id,segment_id,segment_name,market_group,created_at,updated_at,edited_at,raw_text,normalized_text,normalized_text_hash,record_type,action_label,action_scope,symbol_group,symbol_raw,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,quantity_is_default,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,label_reason,percentage_semantics,exact_duplicate_count,exact_duplicate_rank,is_exact_duplicate,production_status
104,6a1684dfdfef2e015044d744,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T05:45:03.730Z,2026-05-27T05:45:03.730Z,,HOLD GOLD WITH SL 156700,HOLD GOLD WITH SL 156700,3670e7e3c548e930,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,GOLD,GOLD,"[""GOLD""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,156700.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
105,6a168c6adfef2e015044d87a,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T06:17:14.438Z,2026-05-27T06:17:14.438Z,,Book 50% profit in copper @6.40,Book 50% profit in copper @6.40,0fefb1d633ef1b6a,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,copper,COPPER,"[""COPPER""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[6.4],6.4,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
106,6a169011dfef2e015044d887,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T06:32:49.320Z,2026-05-27T06:32:49.320Z,,50% BUY GOLD @156950 SL 155500 TGT 158500-159200,50% BUY GOLD @156950 SL 155500 TGT 158500-159200,ef5402c40595459d,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,GOLD,GOLD,"[""GOLD""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[156950.0],156950.0,155500.0,"[158500.0, 159200.0]",158500.0,159200.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
107,6a169056dfef2e015044d8ec,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T06:33:58.363Z,2026-05-27T06:33:58.363Z,,CORRECTION : 50% BUY GOLD @156950 SL 156500 TGT 158500-159200,CORRECTION : 50% BUY GOLD @156950 SL 156500 TGT 158500-159200,fe702ed10c94634f,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,GOLD,GOLD,"[""GOLD""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[156950.0],156950.0,156500.0,"[158500.0, 159200.0]",158500.0,159200.0,True,False,True,False,0.85,True,REVIEW_REQUIRED,RULE_BASED_AND_CURATED,Buy instruction. Correction must supersede/link to the prior instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,MANUAL_OR_CONTEXT_REVIEW
108,6a1690b1dfef2e015044d979,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T06:35:29.879Z,2026-05-27T06:35:29.879Z,,HOLD GOLD WITH INTRADAY SL 156700,HOLD GOLD WITH INTRADAY SL 156700,cfd80d456c7928b2,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,GOLD,GOLD,"[""GOLD""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,156700.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
109,6a16a286dfef2e015044dc6f,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T07:51:34.486Z,2026-05-27T07:51:34.486Z,,50% PROFIT BOOK IN LICHSGFIN @553,50% PROFIT BOOK IN LICHSGFIN @553,fe698d199310cbf7,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,LICHSGFIN,LICHSGFIN,"[""LICHSGFIN""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[553.0],553.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
110,6a16a4e0dfef2e015044dd7e,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T08:01:36.658Z,2026-05-27T08:01:36.658Z,,FULL PROFIT BOOK IN COPPER @1332,FULL PROFIT BOOK IN COPPER @1332,892394ec49725e7d,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,COPPER,COPPER,"[""COPPER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[1332.0],1332.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
111,6a16a514dfef2e015044dd94,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T08:02:28.107Z,2026-05-27T08:02:28.107Z,,FULL PROFIT BOOK IN LICHSGFIN @560,FULL PROFIT BOOK IN LICHSGFIN @560,7a4706ea472963d8,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,LICHSGFIN,LICHSGFIN,"[""LICHSGFIN""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[560.0],560.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
112,6a16a53bdfef2e015044dda1,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T08:03:07.992Z,2026-05-27T08:03:07.992Z,,DAY TRADERS PART PROFIT BOOK IN BANKNIFTY @55180,DAY TRADERS PART PROFIT BOOK IN BANKNIFTY @55180,163cb63b3d9b4aa6,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[55180.0],55180.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
113,6a16a6d6dfef2e015044de0e,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T08:09:58.241Z,2026-05-27T08:09:58.241Z,,BUY KOTAKBANK @390 SL 385 TGT 395-410,BUY KOTAKBANK @390 SL 385 TGT 395-410,373ff54c42d7d523,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,KOTAKBANK,KOTAKBANK,"[""KOTAKBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[390.0],390.0,385.0,"[395.0, 410.0]",395.0,410.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
114,6a16a7dddfef2e015044de6f,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T08:14:21.197Z,2026-05-27T08:14:21.197Z,,EXIT UPL  COST TO COST,EXIT UPL COST TO COST,49f584f6620099c2,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,UPL,UPL,"[""UPL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
115,6a16b452dfef2e015044dfd1,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T09:07:30.784Z,2026-05-27T09:07:30.784Z,,PART PROFIT BOOK IN NIFTY @23920,PART PROFIT BOOK IN NIFTY @23920,6d26ec2a50bc514d,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[23920.0],23920.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
116,6a16b82bdfef2e015044e11e,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T09:23:55.260Z,2026-05-27T09:23:55.260Z,,POSITIONAL TRADERS HOLD TMPV FOR FRIDAY,POSITIONAL TRADERS HOLD TMPV FOR FRIDAY,29dc40db54dae29a,TRADE_UPDATE,HOLD_POSITION,SINGLE_INSTRUMENT,,TMPV,TMPV,"[""TMPV""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,,[],,,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold instruction; no quantity change.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
117,6a16b87bdfef2e015044e14a,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T09:25:15.702Z,2026-05-27T09:25:15.702Z,,AGAIN BUY CRUDE MINI @8629 SL 8500 TGT 8900-9100,AGAIN BUY CRUDE MINI @8629 SL 8500 TGT 8900-9100,80c77e5d0ebd520d,TRADE_ACTION,ADD_LONG,SINGLE_INSTRUMENT,,CRUDE MINI,CRUDE_MINI,"[""CRUDE_MINI""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[8629.0],8629.0,8500.0,"[8900.0, 9100.0]",8900.0,9100.0,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit additional long entry.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
118,6a16beb8dfef2e015044e28b,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-05-27T09:51:52.885Z,2026-05-27T09:51:52.885Z,,BUY RELIANCE @1362 SL 1345 TGT 1375-1388,BUY RELIANCE @1362 SL 1345 TGT 1375-1388,67029bcf4d735e36,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,RELIANCE,RELIANCE,"[""RELIANCE""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[1362.0],1362.0,1345.0,"[1375.0, 1388.0]",1375.0,1388.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
119,6a16ca31dfef2e015044e6ca,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T10:40:49.507Z,2026-05-27T10:40:49.507Z,,Sl touch in gold,Sl touch in gold,3ba56b31088a10c0,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,gold,GOLD,"[""GOLD""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,3,1,True,READY_FOR_AUTO_APPLY
120,6a16ca72dfef2e015044e731,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T10:41:54.052Z,2026-05-27T10:41:54.052Z,,Sl touch in intraday gold,Sl touch in intraday gold,95db7753c27dc22a,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,gold,GOLD,"[""GOLD""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
121,6a16ce3bdfef2e015044e845,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T10:58:03.821Z,2026-05-27T10:58:03.821Z,,Intraday sl touch in silver,Intraday sl touch in silver,5530532031600705,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,silver,SILVER,"[""SILVER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
122,6a16ce65dfef2e015044e862,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T10:58:45.812Z,2026-05-27T10:58:45.812Z,,Full Profit book in copper@ 6.35,Full Profit book in copper @ 6.35,188c8bce182da540,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,copper,COPPER,"[""COPPER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[6.35],6.35,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
123,6a16efafdfef2e015044ea2f,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T13:20:47.920Z,2026-05-27T13:20:47.920Z,,Profit book in NG@ 3.06,Profit book in NG @ 3.06,2f2c4f7221dc1e17,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,NG,NATURAL_GAS,"[""NATURAL_GAS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[3.06],3.06,,[],,,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Unqualified 'book profit' closes all remaining holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
124,6a16f23cdfef2e015044eb1e,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-27T13:31:40.938Z,2026-05-27T13:31:40.938Z,,Book profit in AMAT @ 457,Book profit in AMAT @ 457,b62e2c294e10ea25,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,AMAT,AMAT,"[""AMAT""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[457.0],457.0,,[],,,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Unqualified 'book profit' closes all remaining holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
125,6a16f277dfef2e015044eb2e,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-27T13:32:39.188Z,2026-05-27T13:32:39.188Z,,BUY AMSC @ 53.30 with SL 50.00 for target 58-62,BUY AMSC @ 53.30 with SL 50.00 for target 58-62,75d5ebd7eae34f05,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,AMSC,AMSC,"[""AMSC""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[53.3],53.3,50.0,"[58.0, 62.0]",58.0,62.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
126,6a16f32fdfef2e015044eb3e,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-27T13:35:43.292Z,2026-05-27T13:35:43.292Z,,Buy soxl @232.50 with SL 225 for target 240-245,Buy soxl @232.50 with SL 225 for target 240-245,5d9962e24ecf69b5,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,soxl,SOXL,"[""SOXL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[232.5],232.5,225.0,"[240.0, 245.0]",240.0,245.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
127,6a16f4d9dfef2e015044ebd1,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-27T13:42:49.040Z,2026-05-27T13:42:49.040Z,,Buy MU @ 923 with SL 900 for target 960,Buy MU @ 923 with SL 900 for target 960,ad93a7cd22796976,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MU,MU,"[""MU""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[923.0],923.0,900.0,[960.0],960.0,,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
128,6a16f7bbdfef2e015044ec53,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-05-27T13:55:07.190Z,2026-05-27T13:55:07.190Z,,Buy 50% Russell @ 2918 with SL 2880 for target 2940-2960,Buy 50% Russell @ 2918 with SL 2880 for target 2940-2960,948a50f74d1e6ec5,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,Russell,RUSSELL,"[""RUSSELL""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[2918.0],2918.0,2880.0,"[2940.0, 2960.0]",2940.0,2960.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
129,6a16f7fadfef2e015044ec66,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-05-27T13:56:10.625Z,2026-05-27T13:56:10.625Z,,Buy 50% Dow @50640 with SL 50200 for target 51000,Buy 50% Dow @50640 with SL 50200 for target 51000,b25e8264e2d44677,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,Dow,DOW,"[""DOW""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[50640.0],50640.0,50200.0,[51000.0],51000.0,,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
130,6a16f88adfef2e015044ec77,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T13:58:34.518Z,2026-05-27T13:58:34.518Z,,Buy 50% gold aug @4457 with SL 4420 for target 4550-4600,Buy 50% gold aug @4457 with SL 4420 for target 4550-4600,fdf3654aea342892,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,gold aug,GOLD,"[""GOLD""]",AUG,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[4457.0],4457.0,4420.0,"[4550.0, 4600.0]",4550.0,4600.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
131,6a16f8a9dfef2e015044ec87,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T13:59:05.961Z,2026-05-27T13:59:05.961Z,,Buy 50% silver July @74.60 with SL 73.40 for target 77-78,Buy 50% silver July @74.60 with SL 73.40 for target 77-78,39d936b53279c8f7,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,silver July,SILVER,"[""SILVER""]",JUL,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[74.6],74.6,73.4,"[77.0, 78.0]",77.0,78.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
132,6a16f8fcdfef2e015044ecb6,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T14:00:28.406Z,2026-05-27T14:00:28.406Z,,Positional buy 50% gold @155180 with SL 154700 for target 157000-158000,Positional buy 50% gold @155180 with SL 154700 for target 157000-158000,05e4a55e3b4bfe59,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,gold,GOLD,"[""GOLD""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[155180.0],155180.0,154700.0,"[157000.0, 158000.0]",157000.0,158000.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
133,6a16f912dfef2e015044ecf2,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T14:00:50.829Z,2026-05-27T14:00:50.829Z,,Positional buy 50% silver @265600 with SL 262000 for target 272000-275000,Positional buy 50% silver @265600 with SL 262000 for target 272000-275000,33c2ab3f3cb189eb,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,silver,SILVER,"[""SILVER""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[265600.0],265600.0,262000.0,"[272000.0, 275000.0]",272000.0,275000.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
134,6a16ff25dfef2e015044ee84,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-05-27T14:26:45.776Z,2026-05-27T14:26:45.776Z,,Hold Nasdaq with sl 29700,Hold Nasdaq with sl 29700,b69db04179d57987,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,Nasdaq,NASDAQ,"[""NASDAQ""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,29700.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,2,1,True,READY_FOR_AUTO_APPLY
135,6a1706ffdfef2e015044f152,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T15:00:15.841Z,2026-05-27T15:00:15.841Z,,Buy copper @6.34 with SL 6.28 for target 6.40-6.45,Buy copper @6.34 with SL 6.28 for target 6.40-6.45,bb68fe48f32b02b2,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,copper,COPPER,"[""COPPER""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[6.34],6.34,6.28,"[6.4, 6.45]",6.4,6.45,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
136,6a170950dfef2e015044f25f,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-05-27T15:10:08.907Z,2026-05-27T15:10:08.907Z,,Book part profit in crude mini @8745,Book part profit in crude mini @8745,43413ec228ebd4c5,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,crude mini,CRUDE_MINI,"[""CRUDE_MINI""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[8745.0],8745.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
137,6a171f4fdfef2e015044f4a0,6a0d8832835de84db3693580,International Market,GLOBAL_COMMODITY,2026-05-27T16:43:59.242Z,2026-05-27T16:43:59.242Z,,Book full profit in Ng @3.13,Book full profit in Ng @3.13,248ab5d0d954537f,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,Ng,NATURAL_GAS,"[""NATURAL_GAS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[3.13],3.13,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
138,6a172daddfef2e015044f6fc,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-05-27T17:45:17.924Z,2026-05-27T17:45:17.924Z,,Buy MRVL @ 199 with SL 195 for target 205/210,Buy MRVL @ 199 with SL 195 for target 205/210,6c14a9fc7b5297cb,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,MRVL,MRVL,"[""MRVL""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,"[205.0, 210.0, 199.0]",205.0,195.0,"[205.0, 210.0]",205.0,210.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
